,Modeltype,Scoretype,Datatype,Mean absolute error (mae),Mean squared error (mse),Standard Diviation (SD),Pearson correlation coefficient (r),90% Confidence interval,Coefficient of determination (r²),Spearman correlation coefficient,add. information,Classes,Set,Set size
147,linearRegression,pKd pKi pIC50,all,1.4453478833953548,3.097285645795894,1.2937877629064791,0.743244,[0.66 ~ 0.808],0.552412,0.765277,X-GRADE_class3_val,3,val,103
148,Ridge,pKd pKi pIC50,all,1.6545762706351277,4.852537864056093,1.7051182775496243,0.32426,[0.298 ~ 0.35],0.105145,0.404831,GRADE_class3_test,3,test,3211
149,Ridge,pKd pKi pIC50,all,1.502542186529886,3.2912301676857223,1.3531815533371478,0.715595,[0.626 ~ 0.787],0.512076,0.725146,GRADE_class3_val,3,val,103
150,Ridge,pKd pKi pIC50,all,140.21583367275198,25616758.30805806,5060.314616048064,0.000468,[-0.029 ~ 0.03],0.0,0.407593,X-GRADE_class3_test,3,test,3211
151,Ridge,pKd pKi pIC50,all,1.4472612475307403,3.0327504766207225,1.2604802672070032,0.758572,[0.68 ~ 0.82],0.575432,0.787304,X-GRADE_class3_val,3,val,103
152,Lasso,pKd pKi pIC50,all,1.6345948390136937,4.686527174852923,1.6615127090625916,0.332378,[0.306 ~ 0.358],0.110475,0.407769,GRADE_class3_test,3,test,3211
153,Lasso,pKd pKi pIC50,all,1.4851662013264386,3.2379239031672844,1.330832343673452,0.72463,[0.637 ~ 0.794],0.525088,0.736129,GRADE_class3_val,3,val,103
154,Lasso,pKd pKi pIC50,all,12.258021660376581,34029.012527912564,184.43116230657068,-0.014305,[-0.043 ~ 0.015],0.000205,0.438291,X-GRADE_class3_test,3,test,3211
155,Lasso,pKd pKi pIC50,all,1.4469781952104854,2.9825313302073533,1.2314700982852882,0.770928,[0.695 ~ 0.83],0.594331,0.793569,X-GRADE_class3_val,3,val,103
156,ElasticNet,pKd pKi pIC50,all,1.6534531195835143,4.843101012723872,1.702397849126971,0.32464,[0.298 ~ 0.35],0.105391,0.404918,GRADE_class3_test,3,test,3211
157,ElasticNet,pKd pKi pIC50,all,1.4957482437973695,3.2698434290105585,1.3438412793485583,0.71916,[0.63 ~ 0.79],0.517191,0.729143,GRADE_class3_val,3,val,103
158,ElasticNet,pKd pKi pIC50,all,14.735682190844713,50891.329082094315,225.5415136066768,-0.016571,[-0.046 ~ 0.012],0.000275,0.472428,X-GRADE_class3_test,3,test,3211
159,ElasticNet,pKd pKi pIC50,all,1.452338445364695,3.0166809152448155,1.1796277883954907,0.777387,[0.704 ~ 0.835],0.60433,0.796398,X-GRADE_class3_val,3,val,103
160,SVR,pKd pKi pIC50,all,1.240751361195157,2.5070806458352144,1.2494344050914719,0.594227,[0.575 ~ 0.613],0.353106,0.562138,GRADE_class3_test,3,test,3211
161,SVR,pKd pKi pIC50,all,1.3430051683219446,2.6946158181372826,1.469697298587229,0.780163,[0.707 ~ 0.837],0.608655,0.7905,GRADE_class3_val,3,val,103
162,SVR,pKd pKi pIC50,all,1.2407203094139674,2.5144369394938653,1.207656190477611,0.586896,[0.568 ~ 0.606],0.344447,0.552837,X-GRADE_class3_test,3,test,3211
163,SVR,pKd pKi pIC50,all,1.4122881185235188,3.039719684396526,1.3001372110521419,0.75151,[0.671 ~ 0.815],0.564767,0.763987,X-GRADE_class3_val,3,val,103
164,DecisionTree,pKd pKi pIC50,all,1.6797477421364062,4.654202024291498,1.9202617155366468,0.382972,[0.358 ~ 0.407],0.146668,0.372449,GRADE_class3_test,3,test,3211
165,DecisionTree,pKd pKi pIC50,all,1.460388349514563,3.65122718446602,2.1114757744932886,0.665835,[0.564 ~ 0.748],0.443336,0.657736,GRADE_class3_val,3,val,103
166,DecisionTree,pKd pKi pIC50,all,1.633441295546559,4.391999626284647,1.9347201123519173,0.42073,[0.397 ~ 0.444],0.177014,0.409184,X-GRADE_class3_test,3,test,3211
167,DecisionTree,pKd pKi pIC50,all,1.5562135922330094,4.089022330097088,2.123288700627333,0.625482,[0.515 ~ 0.716],0.391228,0.625053,X-GRADE_class3_val,3,val,103
168,RandomForest,pKd pKi pIC50,all,1.2291384926814077,2.4607564372376203,1.2359476945026016,0.598195,[0.579 ~ 0.617],0.357837,0.559701,GRADE_class3_test,3,test,3211
169,RandomForest,pKd pKi pIC50,all,1.2565048543689314,2.289978160194174,1.5351014045922173,0.821895,[0.761 ~ 0.869],0.675511,0.816024,GRADE_class3_val,3,val,103
170,RandomForest,pKd pKi pIC50,all,1.2271636561818746,2.4703948544845837,1.2454848070728544,0.597963,[0.579 ~ 0.616],0.357559,0.564881,X-GRADE_class3_test,3,test,3211
171,RandomForest,pKd pKi pIC50,all,1.2255621359223303,2.2349546323300964,1.5089646722017913,0.831668,[0.774 ~ 0.876],0.691671,0.835695,X-GRADE_class3_val,3,val,103
172,XGBoost,pKd pKi pIC50,all,1.3763454813082543,3.1002232019066613,1.5305527448654175,0.515098,[0.493 ~ 0.536],0.265326,0.493225,GRADE_class3_test,3,test,3211
173,XGBoost,pKd pKi pIC50,all,1.418037925183194,3.094425932683228,1.6914008855819702,0.714133,[0.624 ~ 0.786],0.509986,0.715711,GRADE_class3_val,3,val,103
174,XGBoost,pKd pKi pIC50,all,1.382997867481169,3.1645636237846184,1.4730849266052246,0.509191,[0.487 ~ 0.53],0.259275,0.49011,X-GRADE_class3_test,3,test,3211
175,XGBoost,pKd pKi pIC50,all,1.338125922934523,2.5605598331583126,1.7299920320510864,0.774817,[0.7 ~ 0.833],0.600342,0.782087,X-GRADE_class3_val,3,val,103
176,linearRegression,pKd pKi pIC50,ki,1.839677690706107,6.618060292638893,2.164148774539942,0.260038,[0.233 ~ 0.287],0.06762,0.38045,GRADE_class3_test,3,test,3211
177,linearRegression,pKd pKi pIC50,ki,1.3947394823558583,2.9088629618417605,1.5219272717196082,0.73975,[0.656 ~ 0.806],0.547231,0.751071,GRADE_class3_val,3,val,103
178,linearRegression,pKd pKi pIC50,ki,2.1463354722088652e+20,2.1328155249071515e+43,4.613251314458499e+21,-0.004839,[-0.034 ~ 0.024],2.3e-05,0.350576,X-GRADE_class3_test,3,test,3211
179,linearRegression,pKd pKi pIC50,ki,4.2437869121092335,553.7064504851495,23.43530865738563,0.091345,[-0.073 ~ 0.251],0.008344,0.778072,X-GRADE_class3_val,3,val,103
180,Ridge,pKd pKi pIC50,ki,1.8180811230086418,6.391302443940252,2.119609092920216,0.266573,[0.239 ~ 0.293],0.071061,0.382397,GRADE_class3_test,3,test,3211
181,Ridge,pKd pKi pIC50,ki,1.3893024069437778,2.89360670289024,1.5110671086402103,0.742466,[0.659 ~ 0.808],0.551255,0.753904,GRADE_class3_val,3,val,103
182,Ridge,pKd pKi pIC50,ki,726239834203.0968,1.6931152302033994e+27,41141072258432.125,-0.005297,[-0.034 ~ 0.024],2.8e-05,0.38583,X-GRADE_class3_test,3,test,3211
183,Ridge,pKd pKi pIC50,ki,1.661738947836061,12.903628169608282,3.5876764752124854,0.35458,[0.203 ~ 0.489],0.125727,0.798094,X-GRADE_class3_val,3,val,103
184,Lasso,pKd pKi pIC50,ki,1.801152911333445,6.219722201045404,2.0832326781260004,0.270887,[0.244 ~ 0.298],0.07338,0.383801,GRADE_class3_test,3,test,3211
185,Lasso,pKd pKi pIC50,ki,1.3701356718255726,2.848359183565981,1.4812660784466918,0.750913,[0.67 ~ 0.814],0.563871,0.767392,GRADE_class3_val,3,val,103
186,Lasso,pKd pKi pIC50,ki,604888827133.0853,1.1745284963855227e+27,34266056834007.8,-0.005296,[-0.034 ~ 0.024],2.8e-05,0.386765,X-GRADE_class3_test,3,test,3211
187,Lasso,pKd pKi pIC50,ki,1.3419748769092605,2.5419687018261925,1.3983988971096255,0.80571,[0.74 ~ 0.856],0.649168,0.81168,X-GRADE_class3_val,3,val,103
188,ElasticNet,pKd pKi pIC50,ki,1.787308395690683,6.079584263181703,2.0556080575131372,0.275806,[0.249 ~ 0.302],0.076069,0.385219,GRADE_class3_test,3,test,3211
189,ElasticNet,pKd pKi pIC50,ki,1.3671595402873846,2.8451389447098965,1.471719126517657,0.752305,[0.672 ~ 0.815],0.565963,0.770884,GRADE_class3_val,3,val,103
190,ElasticNet,pKd pKi pIC50,ki,635856281290.8638,1.297918124854689e+27,36021019279192.23,-0.005297,[-0.034 ~ 0.024],2.8e-05,0.40354,X-GRADE_class3_test,3,test,3211
191,ElasticNet,pKd pKi pIC50,ki,1.3547892164670596,2.5749536887516244,1.4015926783628847,0.800039,[0.733 ~ 0.852],0.640062,0.810681,X-GRADE_class3_val,3,val,103
192,SVR,pKd pKi pIC50,ki,1.2346976040616842,2.463322118752558,1.2277652900669516,0.601721,[0.583 ~ 0.62],0.362069,0.566719,GRADE_class3_test,3,test,3211
193,SVR,pKd pKi pIC50,ki,1.350580031271996,2.6468601706607053,1.4493424937786261,0.78269,[0.71 ~ 0.839],0.612603,0.796727,GRADE_class3_val,3,val,103
194,SVR,pKd pKi pIC50,ki,1.27546717203905,2.613917610836697,1.2388275889968616,0.574321,[0.555 ~ 0.593],0.329844,0.540471,X-GRADE_class3_test,3,test,3211
195,SVR,pKd pKi pIC50,ki,1.3409510529316004,2.6576570380056803,1.3000691240227524,0.807017,[0.742 ~ 0.857],0.651276,0.814234,X-GRADE_class3_val,3,val,103
196,DecisionTree,pKd pKi pIC50,ki,1.7553192151977577,5.074317626907506,1.9568548853023375,0.342918,[0.317 ~ 0.368],0.117593,0.335405,GRADE_class3_test,3,test,3211
197,DecisionTree,pKd pKi pIC50,ki,1.5420388349514567,3.8438029126213586,2.1896003351467175,0.655356,[0.551 ~ 0.739],0.429491,0.661037,GRADE_class3_val,3,val,103
198,DecisionTree,pKd pKi pIC50,ki,1.6637589535970103,4.380972438492682,1.8138847767121924,0.393334,[0.369 ~ 0.418],0.154711,0.359089,X-GRADE_class3_test,3,test,3211
199,DecisionTree,pKd pKi pIC50,ki,1.6899029126213592,4.281836893203883,2.0892213090521925,0.603246,[0.488 ~ 0.698],0.363905,0.602786,X-GRADE_class3_val,3,val,103
200,RandomForest,pKd pKi pIC50,ki,1.2585206789162255,2.5655264329149805,1.2749813723251262,0.584924,[0.565 ~ 0.604],0.342136,0.548657,GRADE_class3_test,3,test,3211
201,RandomForest,pKd pKi pIC50,ki,1.3205873786407765,2.5088832432038832,1.5214758410660638,0.792621,[0.723 ~ 0.846],0.628248,0.796002,GRADE_class3_val,3,val,103
202,RandomForest,pKd pKi pIC50,ki,1.2364668639053256,2.4662207912768612,1.2688194212970776,0.602573,[0.584 ~ 0.621],0.363094,0.565814,X-GRADE_class3_test,3,test,3211
203,RandomForest,pKd pKi pIC50,ki,1.2535155339805826,2.310695085339806,1.4879114985572504,0.822937,[0.762 ~ 0.869],0.677225,0.821917,X-GRADE_class3_val,3,val,103
204,XGBoost,pKd pKi pIC50,ki,1.3971048814000762,3.2369049071186238,1.5940370559692383,0.502446,[0.48 ~ 0.524],0.252452,0.498218,GRADE_class3_test,3,test,3211
205,XGBoost,pKd pKi pIC50,ki,1.317747437838212,2.734994550894347,1.671903133392334,0.751096,[0.67 ~ 0.814],0.564145,0.774058,GRADE_class3_val,3,val,103
206,XGBoost,pKd pKi pIC50,ki,1.3748903160576358,3.1693814117257824,1.5867525339126587,0.517712,[0.496 ~ 0.539],0.268026,0.505739,X-GRADE_class3_test,3,test,3211
207,XGBoost,pKd pKi pIC50,ki,1.3627770397964034,2.676992647103919,1.6942535638809204,0.757111,[0.678 ~ 0.819],0.573216,0.76966,X-GRADE_class3_val,3,val,103
208,linearRegression,pKd pKi pIC50,kd,1.5200170517493694,3.7121312245935436,1.2173990423591725,0.397132,[0.372 ~ 0.421],0.157714,0.433903,GRADE_class3_test,3,test,3211
209,linearRegression,pKd pKi pIC50,kd,1.5698218297094217,3.708319514046382,1.0480523867907516,0.725257,[0.638 ~ 0.794],0.525998,0.73799,GRADE_class3_val,3,val,103
210,linearRegression,pKd pKi pIC50,kd,33432214085336.746,1.4659610147341673e+30,1210390883245360.8,-0.011606,[-0.041 ~ 0.017],0.000135,0.391539,X-GRADE_class3_test,3,test,3211
211,linearRegression,pKd pKi pIC50,kd,677466.1011394359,47270948672899.695,6841928.994307088,0.032055,[-0.132 ~ 0.194],0.001028,0.563432,X-GRADE_class3_val,3,val,103
212,Ridge,pKd pKi pIC50,kd,1.5125453238815352,3.6685205583370175,1.2044442225785865,0.401994,[0.377 ~ 0.426],0.161599,0.437219,GRADE_class3_test,3,test,3211
213,Ridge,pKd pKi pIC50,kd,1.5657070542740577,3.6962798248917625,1.0410395413887379,0.728428,[0.642 ~ 0.797],0.530607,0.740346,GRADE_class3_val,3,val,103
214,Ridge,pKd pKi pIC50,kd,884.740293378294,340294452.2123751,18428.401612448248,-0.010716,[-0.04 ~ 0.018],0.000115,0.43382,X-GRADE_class3_test,3,test,3211
215,Ridge,pKd pKi pIC50,kd,2.363851784458696,59.6703460029613,7.407172021066088,0.070212,[-0.094 ~ 0.231],0.00493,0.704805,X-GRADE_class3_val,3,val,103
216,Lasso,pKd pKi pIC50,kd,1.4998335995722443,3.595403611401759,1.1797946971908904,0.410207,[0.386 ~ 0.434],0.16827,0.442777,GRADE_class3_test,3,test,3211
217,Lasso,pKd pKi pIC50,kd,1.5454974840611528,3.641660733570352,1.0084558016112368,0.744382,[0.662 ~ 0.809],0.554104,0.759165,GRADE_class3_val,3,val,103
218,Lasso,pKd pKi pIC50,kd,602.3654756422366,183128480.04253507,13519.153518826946,-0.010967,[-0.04 ~ 0.018],0.00012,0.452468,X-GRADE_class3_test,3,test,3211
219,Lasso,pKd pKi pIC50,kd,1.9367714778109806,19.034382727606307,3.9046655518168687,0.144669,[-0.019 ~ 0.301],0.020929,0.753729,X-GRADE_class3_val,3,val,103
220,ElasticNet,pKd pKi pIC50,kd,1.4762920257954106,3.4649225122114853,1.1395049854309605,0.426377,[0.402 ~ 0.45],0.181797,0.455012,GRADE_class3_test,3,test,3211
221,ElasticNet,pKd pKi pIC50,kd,1.5430608148718667,3.635636069464809,1.0034268421071875,0.746259,[0.664 ~ 0.811],0.556903,0.763119,GRADE_class3_val,3,val,103
222,ElasticNet,pKd pKi pIC50,kd,376.1543689066144,82719588.75102064,9087.30116522552,-0.011375,[-0.04 ~ 0.018],0.000129,0.509175,X-GRADE_class3_test,3,test,3211
223,ElasticNet,pKd pKi pIC50,kd,2.1050009889566796,30.205090479489176,5.115459364279796,0.108635,[-0.055 ~ 0.267],0.011801,0.738946,X-GRADE_class3_val,3,val,103
224,SVR,pKd pKi pIC50,kd,1.290078386586698,2.685548186418487,1.1208475908656332,0.565327,[0.545 ~ 0.585],0.319595,0.537445,GRADE_class3_test,3,test,3211
225,SVR,pKd pKi pIC50,kd,1.4667172811681566,3.344013135651617,1.3282743721619583,0.716965,[0.627 ~ 0.788],0.514039,0.726063,GRADE_class3_val,3,val,103
226,SVR,pKd pKi pIC50,kd,1.3198042926392974,2.7922112727462127,1.0185511011654154,0.539597,[0.519 ~ 0.56],0.291164,0.496317,X-GRADE_class3_test,3,test,3211
227,SVR,pKd pKi pIC50,kd,1.6205240772323266,3.9731847614208298,1.0835299905181217,0.640516,[0.533 ~ 0.728],0.41026,0.619815,X-GRADE_class3_val,3,val,103
228,DecisionTree,pKd pKi pIC50,kd,1.7853192151977577,5.115456680161944,1.8645141744353573,0.312293,[0.286 ~ 0.338],0.097527,0.29318,GRADE_class3_test,3,test,3211
229,DecisionTree,pKd pKi pIC50,kd,1.9320388349514563,6.118866019417477,1.9157107373952071,0.394793,[0.248 ~ 0.524],0.155861,0.381797,GRADE_class3_val,3,val,103
230,DecisionTree,pKd pKi pIC50,kd,1.7112737464964185,4.810781812519465,1.8927043285441945,0.35655,[0.331 ~ 0.382],0.127128,0.351473,X-GRADE_class3_test,3,test,3211
231,DecisionTree,pKd pKi pIC50,kd,1.9709708737864073,6.200210679611651,1.8629952004705093,0.385785,[0.238 ~ 0.516],0.14883,0.384508,X-GRADE_class3_val,3,val,103
232,RandomForest,pKd pKi pIC50,kd,1.284477234506384,2.675136915341015,1.1125585780095906,0.559802,[0.54 ~ 0.579],0.313378,0.530754,GRADE_class3_test,3,test,3211
233,RandomForest,pKd pKi pIC50,kd,1.3328941747572818,2.791774475631068,1.2797360043985275,0.80612,[0.74 ~ 0.857],0.64983,0.816112,GRADE_class3_val,3,val,103
234,RandomForest,pKd pKi pIC50,kd,1.2939063220180629,2.698630622921208,1.1178220356196242,0.563445,[0.543 ~ 0.583],0.31747,0.532386,X-GRADE_class3_test,3,test,3211
235,RandomForest,pKd pKi pIC50,kd,1.4137038834951454,2.9946151666990293,1.2598726787169545,0.775244,[0.701 ~ 0.833],0.601003,0.787144,X-GRADE_class3_val,3,val,103
236,XGBoost,pKd pKi pIC50,kd,1.4121305607977181,3.2185000022282435,1.3921852111816406,0.481423,[0.459 ~ 0.503],0.231768,0.455883,GRADE_class3_test,3,test,3211
237,XGBoost,pKd pKi pIC50,kd,1.592083486353309,3.698441735450417,1.4215714931488037,0.651833,[0.547 ~ 0.737],0.424886,0.663586,GRADE_class3_val,3,val,103
238,XGBoost,pKd pKi pIC50,kd,1.4602939721751682,3.4760815390645408,1.4059885740280151,0.449933,[0.426 ~ 0.473],0.20244,0.429879,X-GRADE_class3_test,3,test,3211
239,XGBoost,pKd pKi pIC50,kd,1.592088899242068,3.8264456027311824,1.5234912633895874,0.637089,[0.529 ~ 0.725],0.405882,0.630714,X-GRADE_class3_val,3,val,103
240,linearRegression,pKd pKi pIC50,all,1.5295656790920702,3.8322110576032964,1.3730880398679468,0.428536,[0.355 ~ 0.497],0.183643,0.47838,GRADE_class4_test,4,test,357
241,linearRegression,pKd pKi pIC50,all,1.4025926612352824,2.665865929430004,0.6239095591848947,0.725209,[0.288 ~ 0.912],0.525928,0.69697,GRADE_class4_val,4,val,10
242,linearRegression,pKd pKi pIC50,all,47009.392100181816,776864813078.2384,880144.7530119491,-0.075097,[-0.161 ~ 0.012],0.00564,0.51724,X-GRADE_class4_test,4,test,357
243,linearRegression,pKd pKi pIC50,all,1.5431628417968748,3.29762804434899,0.6170118921375118,0.448117,[-0.138 ~ 0.802],0.200809,0.6,X-GRADE_class4_val,4,val,10
244,Ridge,pKd pKi pIC50,all,1.5275070584251684,3.818239159450774,1.3651221792696575,0.429623,[0.356 ~ 0.498],0.184576,0.478883,GRADE_class4_test,4,test,357
245,Ridge,pKd pKi pIC50,all,1.4050476835460093,2.669158826593631,0.6247355939004569,0.721689,[0.282 ~ 0.911],0.520835,0.69697,GRADE_class4_val,4,val,10
246,Ridge,pKd pKi pIC50,all,3.576512837577442,1148.6630888672498,33.98620079787198,0.107722,[0.021 ~ 0.193],0.011604,0.575487,X-GRADE_class4_test,4,test,357
247,Ridge,pKd pKi pIC50,all,1.4989366915810594,3.022275149249839,0.6204324547571564,0.544941,[-0.011 ~ 0.843],0.296961,0.672727,X-GRADE_class4_val,4,val,10
248,Lasso,pKd pKi pIC50,all,1.5221830982011615,3.77793349860084,1.3330785453237814,0.431697,[0.358 ~ 0.5],0.186362,0.479706,GRADE_class4_test,4,test,357
249,Lasso,pKd pKi pIC50,all,1.4223378138011504,2.7042573228404203,0.6275692869938803,0.696141,[0.234 ~ 0.902],0.484612,0.636364,GRADE_class4_val,4,val,10
250,Lasso,pKd pKi pIC50,all,2.5717051774449318,351.8240809668134,18.856244675305376,0.123502,[0.037 ~ 0.208],0.015253,0.581447,X-GRADE_class4_test,4,test,357
251,Lasso,pKd pKi pIC50,all,1.4745086806768788,2.8525652854483274,0.6839683729617783,0.586035,[0.05 ~ 0.86],0.343437,0.660606,X-GRADE_class4_val,4,val,10
252,ElasticNet,pKd pKi pIC50,all,1.5246376116898495,3.797950740740052,1.3511705583695435,0.430922,[0.357 ~ 0.499],0.185694,0.479539,GRADE_class4_test,4,test,357
253,ElasticNet,pKd pKi pIC50,all,1.406883492674592,2.672881095915127,0.6248580372773105,0.719062,[0.277 ~ 0.91],0.517049,0.69697,GRADE_class4_val,4,val,10
254,ElasticNet,pKd pKi pIC50,all,3.1454225328655867,753.9369935608923,27.557156513807662,0.11241,[0.025 ~ 0.198],0.012636,0.580508,X-GRADE_class4_test,4,test,357
255,ElasticNet,pKd pKi pIC50,all,1.4750371313237827,2.84435959011664,0.6544499002983221,0.603335,[0.077 ~ 0.867],0.364013,0.660606,X-GRADE_class4_val,4,val,10
256,SVR,pKd pKi pIC50,all,1.3921059051299887,3.225135603347951,1.2407025326634464,0.527915,[0.462 ~ 0.588],0.278695,0.549648,GRADE_class4_test,4,test,357
257,SVR,pKd pKi pIC50,all,1.9829569914771703,4.7767700171977285,1.3581656258832406,0.254033,[-0.347 ~ 0.707],0.064533,0.175758,GRADE_class4_val,4,val,10
258,SVR,pKd pKi pIC50,all,1.361963613968683,3.1203866888100524,1.3190841505064004,0.560509,[0.498 ~ 0.618],0.31417,0.595764,X-GRADE_class4_test,4,test,357
259,SVR,pKd pKi pIC50,all,1.5775359729056213,3.2837912708099717,0.9422572382090019,0.658306,[0.167 ~ 0.888],0.433367,0.69697,X-GRADE_class4_val,4,val,10
260,DecisionTree,pKd pKi pIC50,all,1.7060224089635854,5.154040056022409,2.053592904336783,0.413092,[0.338 ~ 0.483],0.170645,0.434433,GRADE_class4_test,4,test,357
261,DecisionTree,pKd pKi pIC50,all,2.022,6.343159999999999,1.9826487333867286,0.225183,[-0.374 ~ 0.691],0.050707,0.163636,GRADE_class4_val,4,val,10
262,DecisionTree,pKd pKi pIC50,all,1.681792717086835,5.042459943977592,1.9905524007009037,0.401523,[0.326 ~ 0.472],0.161221,0.449438,X-GRADE_class4_test,4,test,357
263,DecisionTree,pKd pKi pIC50,all,2.5489999999999995,10.127389999999998,2.053910660179746,-0.176085,[-0.664 ~ 0.417],0.031006,-0.146344,X-GRADE_class4_val,4,val,10
264,RandomForest,pKd pKi pIC50,all,1.2970487394957986,2.926405237422969,1.2631399089386208,0.585974,[0.526 ~ 0.64],0.343366,0.616064,GRADE_class4_test,4,test,357
265,RandomForest,pKd pKi pIC50,all,1.7085600000000007,3.5109521279999987,1.0982964401289856,0.379451,[-0.219 ~ 0.77],0.143983,0.260606,GRADE_class4_val,4,val,10
266,RandomForest,pKd pKi pIC50,all,1.2498476190476193,2.8180454980392162,1.2439305782351227,0.603159,[0.545 ~ 0.656],0.363801,0.639386,X-GRADE_class4_test,4,test,357
267,RandomForest,pKd pKi pIC50,all,1.594099999999999,3.487262559999995,0.7139571390496767,0.366215,[-0.233 ~ 0.764],0.134114,0.284848,X-GRADE_class4_val,4,val,10
268,XGBoost,pKd pKi pIC50,all,1.4263327741890062,3.4875385183209024,1.5079426765441895,0.505528,[0.438 ~ 0.568],0.255559,0.54731,GRADE_class4_test,4,test,357
269,XGBoost,pKd pKi pIC50,all,1.80784912109375,3.86801822383845,1.0737583637237549,0.295771,[-0.307 ~ 0.729],0.08748,0.321212,GRADE_class4_val,4,val,10
270,XGBoost,pKd pKi pIC50,all,1.3776233422789588,3.418803666539607,1.3974603414535522,0.503574,[0.435 ~ 0.566],0.253586,0.550314,X-GRADE_class4_test,4,test,357
271,XGBoost,pKd pKi pIC50,all,1.5784480876922609,3.438599420593536,0.9745213985443115,0.42544,[-0.166 ~ 0.792],0.180999,0.442424,X-GRADE_class4_val,4,val,10
272,linearRegression,pKd pKi pIC50,ki,1.6118337371163827,4.358168005039636,1.6058930953049708,0.390837,[0.314 ~ 0.462],0.152754,0.458112,GRADE_class4_test,4,test,357
273,linearRegression,pKd pKi pIC50,ki,1.4759647622197019,2.8914256102870914,0.6671612667069772,0.586404,[0.05 ~ 0.86],0.343869,0.6,GRADE_class4_val,4,val,10
274,linearRegression,pKd pKi pIC50,ki,2295504048297354.0,1.881153945266129e+33,4.331148353993906e+16,-0.014418,[-0.101 ~ 0.073],0.000208,0.50644,X-GRADE_class4_test,4,test,357
275,linearRegression,pKd pKi pIC50,ki,1.8771868896484374,4.901521470117009,0.9142652667199499,0.000482,[-0.552 ~ 0.553],0.0,0.006061,X-GRADE_class4_val,4,val,10
276,Ridge,pKd pKi pIC50,ki,1.604128884377809,4.302136069022074,1.581325447931719,0.393494,[0.317 ~ 0.465],0.154837,0.458697,GRADE_class4_test,4,test,357
277,Ridge,pKd pKi pIC50,ki,1.4806304468237195,2.8969813785146497,0.6673501235053023,0.582087,[0.044 ~ 0.858],0.338825,0.6,GRADE_class4_val,4,val,10
278,Ridge,pKd pKi pIC50,ki,5.25087747387978,2014.68299944942,44.93179980496482,0.071435,[-0.016 ~ 0.158],0.005103,0.549395,X-GRADE_class4_test,4,test,357
279,Ridge,pKd pKi pIC50,ki,1.6588510888973134,3.7256535798198627,0.7620553291190567,0.270373,[-0.331 ~ 0.716],0.073102,0.406061,X-GRADE_class4_val,4,val,10
280,Lasso,pKd pKi pIC50,ki,1.591799801840388,4.1963879946897205,1.5117764359189854,0.394356,[0.318 ~ 0.466],0.155517,0.457863,GRADE_class4_test,4,test,357
281,Lasso,pKd pKi pIC50,ki,1.508855395204866,2.9620210429468257,0.6785202920144536,0.545611,[-0.01 ~ 0.844],0.297691,0.6,GRADE_class4_val,4,val,10
282,Lasso,pKd pKi pIC50,ki,3.0090886628245292,359.30979614250606,19.13463021504282,0.142863,[0.056 ~ 0.227],0.02041,0.554765,X-GRADE_class4_test,4,test,357
283,Lasso,pKd pKi pIC50,ki,1.501242186760707,3.0412685127180747,0.7106782319547899,0.515244,[-0.052 ~ 0.831],0.265477,0.430303,X-GRADE_class4_val,4,val,10
284,ElasticNet,pKd pKi pIC50,ki,1.5916216401123966,4.206518401748056,1.5308785808059264,0.396868,[0.321 ~ 0.468],0.157504,0.458781,GRADE_class4_test,4,test,357
285,ElasticNet,pKd pKi pIC50,ki,1.4995579750249681,2.9341106693408467,0.6723555383918108,0.559898,[0.011 ~ 0.85],0.313486,0.6,GRADE_class4_val,4,val,10
286,ElasticNet,pKd pKi pIC50,ki,4.183818697030413,855.039701471706,29.337467444457168,0.10585,[0.019 ~ 0.191],0.011204,0.55589,X-GRADE_class4_test,4,test,357
287,ElasticNet,pKd pKi pIC50,ki,1.503708578906591,3.0709830922670704,0.7048757551830044,0.505327,[-0.065 ~ 0.827],0.255356,0.442424,X-GRADE_class4_val,4,val,10
288,SVR,pKd pKi pIC50,ki,1.430703278803772,3.347356542179741,1.3361269681307297,0.5221,[0.456 ~ 0.583],0.272588,0.534238,GRADE_class4_test,4,test,357
289,SVR,pKd pKi pIC50,ki,1.7894873515789598,3.7864379573659823,1.0476604761951571,0.361595,[-0.238 ~ 0.762],0.130751,0.29697,GRADE_class4_val,4,val,10
290,SVR,pKd pKi pIC50,ki,1.424497310002618,3.420430051399284,1.4252896948840095,0.524223,[0.458 ~ 0.585],0.274809,0.551567,X-GRADE_class4_test,4,test,357
291,SVR,pKd pKi pIC50,ki,1.3044522035387227,2.299050017847509,0.7659137198509519,0.840972,[0.539 ~ 0.951],0.707235,0.757576,X-GRADE_class4_val,4,val,10
292,DecisionTree,pKd pKi pIC50,ki,1.8377871148459384,5.6232596638655465,2.071346902479604,0.361064,[0.283 ~ 0.435],0.130367,0.359566,GRADE_class4_test,4,test,357
293,DecisionTree,pKd pKi pIC50,ki,1.35,3.1978599999999995,1.9136039297618512,0.583573,[0.046 ~ 0.859],0.340557,0.528878,GRADE_class4_val,4,val,10
294,DecisionTree,pKd pKi pIC50,ki,1.6838935574229694,4.756798039215687,1.8756708068330994,0.408396,[0.333 ~ 0.479],0.166787,0.419263,X-GRADE_class4_test,4,test,357
295,DecisionTree,pKd pKi pIC50,ki,2.162,7.655099999999999,1.6465551919082457,-0.103774,[-0.621 ~ 0.476],0.010769,-0.006061,X-GRADE_class4_val,4,val,10
